"ID" "S6_DE.02.17982" "S6_DE.03.21762" "S6_DE.08.4808" "S6_GR.10824" "S6_GR.3810" "S6_GR.5549.D" "S6_GR.6296.D" "S6_GR.7150" "S6_GR.9320" "S6_M140" "S6_M141" "S6_M156"
"NM_001109809_6" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_002145" 0 0 0 3 0 5 8 0 0 7 0 11
"NM_001204817" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001204814" 7 83 0 6 0 5 20 0 35 4 11 154
"NR_026846" 5 24 0 5 0 5 2 0 10 3 16 35
"NR_026847" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_026844" 0 98 0 2 0 3 39 37 86 4 1 88
"NR_026845" 1 16 0 0 0 0 1 0 0 0 5 7
"NR_026842" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_032138" 9 57 0 2 0 5 0 0 1 1 15 48
"NM_032139" 0 242 0 0 0 2 0 0 8 0 7 218
"NM_032136" 0 0 0 0 0 0 3 0 0 0 0 1
"NM_032137" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_032134" 0 6 0 0 0 0 0 0 0 0 0 9
"NM_032135" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_032132" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_032133" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_032130" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_026849" 6 7 0 0 0 0 2 0 3 0 6 17
"MSTRG.9199.1" 0 2 0 0 0 0 0 0 3 0 0 8
"MSTRG.3600.1" 0 2 0 0 0 0 0 0 11 0 0 1
"MSTRG.16912.1" 1 25 0 0 0 0 4 0 0 0 0 18
"NM_001291622" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001278082" 0 21 0 0 0 0 6 0 5 0 4 26
"NR_046085" 0 5 0 0 0 0 0 0 8 0 0 8
"NM_001954_5" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_027069" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_073423" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_027068" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.2300.1" 0 6 0 0 0 0 3 0 16 0 0 7
"NR_046086" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001039569" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.9869.8" 0 0 0 0 0 0 0 0 0 0 0 67
"NM_001145855" 5 62 0 2 0 3 8 0 97 1 9 53
"MSTRG.4897.1" 5 0 0 0 0 0 0 0 0 0 7 59
"NM_001145850" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001145851" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001145852" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001145853" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_022368" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_015052" 0 2 0 0 0 0 0 0 0 0 1 0
"NR_027062" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_046087" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_027061" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_079421" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_079420" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_079423" 0 777 0 0 0 0 0 0 0 0 0 1293
"NM_079422" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.17317.1" 0 0 0 0 0 0 0 0 24 0 0 0
"NM_004744" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_027067" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001289116" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.8624.1" 0 0 0 0 0 0 0 0 9 0 0 1
"NR_027066" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.5817.1" 0 0 0 0 0 0 0 0 15 0 0 2
"NM_001289117" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_012403" 23 13 1 1 0 1 0 0 2 1 38 28
"MSTRG.11988.1" 1 26 0 0 0 0 0 0 0 0 0 20
"NM_001271822" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_029519" 0 3 1 0 0 0 0 0 0 12 2 3
"NR_027064" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001123041" 0 0 0 0 0 0 0 0 3 3 0 0
"MSTRG.7274.1" 0 0 0 0 0 0 0 0 25 0 0 4
"NM_033261" 0 6 0 0 0 0 0 0 2 0 0 9
"NM_001278159" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.18301.1" 0 0 0 0 0 0 1 0 9 0 0 1
"NM_033262" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001015049" 32 3 6 55 0 28 82 0 0 3 61 0
"NM_001015048" 0 618 0 0 0 0 0 0 81 0 0 800
"NM_033267" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_033266" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001015045" 0 0 0 0 0 0 0 0 0 0 0 3
"NR_039682" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001305173" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001305174" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_039813" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_005510_5" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_005510_4" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001284341" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_005510_1" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_005510_3" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_005510_2" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.16661.2" 0 4 0 0 0 0 0 0 0 0 0 154
"MSTRG.14314.1" 9 9 0 0 0 0 3 0 0 0 29 0
"MSTRG.14608.1" 0 0 0 0 0 0 2 0 10 0 0 0
"NR_003040" 2 26 0 1 0 1 2 0 13 0 2 19
"MSTRG.10639.1" 0 5 0 0 0 0 1 0 4 0 0 19
"NR_024063" 0 6 0 0 0 0 0 0 0 0 0 0
"NM_033197" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.7242.1" 0 0 0 0 0 0 0 0 9 0 0 0
"MSTRG.21047.13" 0 0 0 0 0 0 0 0 0 0 0 27
"MSTRG.3832.1" 1 5 0 0 0 1 0 0 24 0 0 4
"NM_006712" 0 17 0 0 0 0 0 0 0 0 5 30
"MSTRG.2930.1" 0 0 0 0 0 0 1 0 10 0 0 3
"NR_045530" 0 3 0 0 0 0 0 0 0 0 0 267
"NM_001301410" 0 32 0 0 0 0 0 0 0 0 0 13
"NM_033194" 0 0 0 0 0 0 0 0 0 3 0 0
"NR_039978" 0 0 0 0 0 0 0 0 4 0 0 0
"MSTRG.6663.1" 0 5 0 0 0 0 0 0 3 0 0 9
"NR_039976" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_039977" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_039974" 0 5 0 0 0 0 0 0 0 0 0 4
"MSTRG.3680.7" 0 0 0 0 0 0 0 0 0 0 0 17
"NR_039972" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_039973" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_039970" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_039971" 0 1 0 0 0 0 0 0 0 0 0 0
"NR_039684" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.5728.1" 0 10 0 0 0 0 0 0 1 0 0 12
"MSTRG.9490.1" 1 2 3 2 0 1 1 6 1 1 2 11
"NR_001568" 0 0 0 0 0 0 0 0 0 0 0 1
"MSTRG.18315.1" 0 0 0 0 0 0 0 0 12 1 0 3
"MSTRG.11602.1" 0 0 0 0 0 0 0 0 8 0 0 0
"NM_001190764" 0 9 0 0 0 0 0 0 0 0 5 15
"MSTRG.21915.2" 9 53 0 3 0 0 0 4 4 0 21 36
"NM_001190766" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001282557" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_002606" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001184935" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.4357.1" 0 0 0 0 0 0 0 0 12 0 0 0
"NR_029515" 0 0 1 1 0 0 0 0 0 4 0 0
"NM_001134651" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001134656" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001282550" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.21135.1" 16 379 2 3 0 8 15 0 21 3 39 337
"NM_207420" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001282552" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_039686" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.15342.1" 0 0 0 0 0 0 4 0 23 0 0 3
"NM_005005" 0 399 0 0 0 0 0 0 0 0 0 422
"MSTRG.6673.1" 0 10 0 0 0 0 0 0 1 0 0 17
"MSTRG.2654.1" 8 20 0 0 0 3 4 0 10 2 18 17
"MSTRG.20366.1" 0 8 0 0 0 0 9 0 25 0 4 22
"NM_001286359" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_039910" 0 0 0 0 0 0 0 0 0 0 0 2
"NM_001018113" 0 100 0 0 0 0 0 0 3 0 3 104
"NM_194455" 21 237 1 7 0 7 22 12 68 0 52 204
"MSTRG.11471.1" 0 0 0 0 0 0 0 0 8 0 0 3
"NM_001014796" 0 0 0 0 0 0 0 0 0 0 2 17
"NM_001014797" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001014794" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001014795" 7 76 0 0 0 0 3 0 5 0 41 187
"NM_198887" 28 305 0 6 0 7 22 0 59 3 42 249
"NR_029517" 7 0 9 15 0 20 2 40 1 13 8 3
"NM_001018115" 2 79 0 0 0 0 3 0 0 0 0 70
"NM_005210" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.3701.1" 19366 1330434 323 5233 635 46640 135277 32313 304758 1958 36696 1202676
"NM_022360" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_153439" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_198883" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_153435" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_153437" 0 0 0 1 0 0 0 0 0 0 0 0
"NM_153436" 0 0 0 0 0 0 5 0 0 0 0 0
"MSTRG.21676.1" 0 0 0 0 0 1 2 0 8 1 0 6
"NM_153433" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_153432" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_046677" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_013358" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_153200" 0 30 0 0 0 0 0 0 0 0 0 50
"NR_126336" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.11631.1" 3 12 0 0 0 0 30 0 77 0 0 30
"MSTRG.2235.1" 0 2 0 0 0 0 1 0 16 0 0 4
"NM_022361" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001195272" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_120472" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110629" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_133510" 0 9 0 0 0 0 2 0 2 0 0 3
"NR_029511" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.10119.1" 0 0 0 0 0 0 10 0 54 2 0 8
"MSTRG.17005.1" 0 87 0 0 0 0 1 0 8 0 4 91
"NR_073396" 0 5 0 0 0 2 7 0 30 0 0 23
"NM_001509_1" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001291702" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.389.1" 0 3 2 0 0 0 2 0 6 0 0 18
"NM_001161630" 1 0 0 0 0 0 0 0 1 0 0 0
"NR_073397" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.21694.4" 0 577 0 0 0 0 0 0 0 0 0 437
"MSTRG.21694.5" 0 0 0 0 0 0 0 0 0 0 0 267
"NM_001258265" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001621" 33 231 3 0 0 8 9 0 0 0 71 200
"NR_120476" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.7361.1" 0 109 0 0 0 0 0 0 11 0 0 147
"NM_016097" 6 474 0 0 0 5 9 0 8 3 19 458
"NR_120477" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_046259" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_046258" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_153380" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_005958" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_046251" 9 410 0 10 0 15 160 0 104 4 21 0
"NR_046253" 0 0 0 0 0 0 0 0 0 0 0 565
"NR_046252" 4 15 0 0 0 6 3 0 5 0 0 6
"NR_046255" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_046254" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.5962.1" 0 18 0 0 0 1 11 0 4 0 0 7
"MSTRG.18523.1" 0 0 0 0 0 0 4 0 18 0 0 1
"NR_126023_1" 1 2 0 0 0 0 0 0 0 0 3 1
"NM_016096" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.6939.2" 0 0 0 0 0 0 0 0 0 0 0 24
"MSTRG.22641.1" 0 6 0 0 0 0 5 0 10 0 0 4
"NM_001256030" 0 143 0 10 0 0 0 0 0 8 578 23
"NR_029513" 0 4 0 0 0 2 0 0 0 0 1 6
"MSTRG.12265.1" 0 0 0 0 0 0 2 0 10 0 0 8
"NR_073398" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.15654.1" 0 5 0 0 0 0 0 0 11 0 0 4
"NR_073399" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001077697_1" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_004859" 0 25 0 0 0 0 12 0 29 4 6 53
"NR_004858" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001165252" 0 0 0 1 0 0 0 0 0 0 0 0
"NR_004855" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_000583" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001122890" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.21290.1" 0 0 2 0 0 0 6 0 59 0 0 6
"MSTRG.15924.1" 5 103 0 0 0 0 2 0 0 0 0 85
"NR_046998" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.15336.1" 0 0 0 0 0 0 3 0 10 0 0 1
"NM_172377" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_172375" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_172374" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_172373" 205 775 35 266 0 274 240 0 394 87 349 1248
"NM_001290253" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_172370" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001253357" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001290252" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_046999" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.12617.1" 0 4 0 0 0 0 1 0 20 0 0 6
"NM_001290254" 0 0 0 0 0 0 0 0 0 0 0 3
"NR_121659" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_121658" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001193308" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_039917" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001012302" 0 0 0 0 0 0 0 0 3 0 0 5
"NM_001012301" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001012300" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_121651" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001193302" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001193301" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001193300" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001193307" 0 0 0 0 0 0 0 0 0 0 0 606
"NR_121654" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001165928" 15 28 0 24 0 36 7 0 7 9 31 37
"NM_001193304" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001047434" 0 0 0 0 0 0 0 0 0 0 0 43
"NM_001040425" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001040424" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001040427" 0 23 0 0 0 0 0 0 0 0 0 16
"NM_001040429" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001040428" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001003701" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001003700" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001003703" 0 130 0 0 0 0 0 0 0 0 0 237
"NM_001303109" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_013227" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001003704" 0 121 0 0 0 0 0 0 0 0 0 0
"NM_001100607" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_013229" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.3527.1" 0 0 0 0 0 0 0 0 8 0 0 0
"NM_001303106" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001303107" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001303104" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001303105" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.20537.1" 2 4 0 0 0 0 5 0 24 0 0 2
"NR_001536_1" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001168647" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_047609" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.1296.1" 2 91 1 0 0 2 3 3 50 1 0 119
"NM_001309883" 0 0 0 0 0 0 4 0 25 0 0 0
"MSTRG.22349.1" 0 0 0 0 0 0 4 0 21 0 0 0
"NR_132125" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001081003" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001081004" 0 0 0 0 0 0 0 0 0 0 0 32
"NM_001160277" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001284321" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_138806" 0 0 0 0 0 0 0 0 0 0 0 3
"NM_001628" 0 135 0 0 0 0 0 0 0 0 0 147
"NM_138805" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.8888.1" 0 5 0 0 0 1 4 0 30 0 0 7
"NR_132124" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_138804" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001284322" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_153209" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001256455" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_138801" 0 0 0 0 0 0 0 0 7 0 0 0
"NM_001014440" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001256456" 26 62 2 6 0 11 5 0 3 8 85 68
"MSTRG.10942.1" 0 0 0 0 0 0 5 0 13 2 0 2
"NM_001163147" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_029395" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_033057" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.11242.1" 0 13 0 0 0 0 0 0 0 0 0 6
"NR_110150" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_102700" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.19400.1" 0 0 0 0 0 0 2 0 21 0 0 1
"NR_102701" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_102702" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.8504.1" 0 0 0 1 0 0 0 0 13 0 0 2
"NM_014622" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_014623" 16 89 0 9 0 14 0 0 2 0 33 46
"NM_014620" 0 7 0 0 0 0 0 0 0 0 4 7
"NM_014621" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_014626" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_014624" 0 0 0 16 0 48 6 0 13 0 0 65
"NM_014625" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.7434.1" 0 4 0 0 0 0 11 0 102 2 1 11
"NM_014629" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.4987.1" 0 16 0 0 0 0 0 0 0 0 0 16
"NR_031690" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.21372.1" 0 0 0 0 0 0 3 0 53 2 0 2
"NM_003718" 65 454 10 21 0 29 120 8 102 39 126 755
"NM_003719" 0 6 0 0 0 0 0 0 3 0 0 4
"NM_003712" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_102708" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_003710" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_003711" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_003716" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001008860" 0 57 0 0 0 0 0 0 0 0 0 0
"NM_003714" 28 205 0 0 0 0 0 0 0 0 59 150
"NM_003715" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001197104" 38 99 15 60 0 68 203 52 322 26 75 290
"NM_001197107" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_018502" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.807.1" 0 29 0 0 0 0 3 0 1 0 0 23
"NM_001093730" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001197109" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001197108" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_018509" 48 731 2 11 0 11 15 0 16 7 106 696
"NR_130643" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001242327_2" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_014999" 14 240 0 31 0 28 19 0 45 21 29 293
"NM_001242327_1" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001242327_6" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.18878.1" 0 0 0 0 0 0 3 0 14 0 0 3
"NM_001242327_4" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001136497" 0 0 0 0 0 0 0 0 0 0 0 14
"NM_014990" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_014991" 0 5 0 0 0 0 0 0 0 0 0 0
"NM_014992" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_014994" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.12304.1" 0 38 0 0 0 0 0 0 0 0 0 21
"NM_014996" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_014997" 4 131 0 2 0 3 30 37 45 0 11 175
"NM_005710" 5 0 0 0 0 0 0 0 0 0 0 137
"NM_005711" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001283129" 5 40 0 7 0 10 0 0 17 0 13 47
"NM_005713" 0 0 0 0 0 0 0 0 0 0 10 0
"NM_005714" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_005715" 5 294 0 0 0 1 2 0 0 0 13 69
"NM_005716" 2 52 0 0 0 0 0 0 0 0 10 40
"NM_005717" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_005718" 0 372 0 6 0 0 6 0 20 3 5 501
"NM_032673" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.6021.1" 0 0 0 0 0 0 4 0 22 1 0 0
"NM_001164537" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_176881" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_176880" 12 40 0 0 0 0 0 0 2 4 27 50
"NM_176883" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.8368.1" 0 11 0 0 0 0 0 0 0 0 0 0
"NM_176885" 0 0 0 0 0 0 2 0 4 0 0 2
"NM_176884" 0 0 0 0 0 0 0 0 10 0 0 0
"NM_176887" 0 1 0 0 0 0 1 0 2 0 0 1
"NM_176889" 0 2 3 0 0 0 2 0 6 0 0 4
"NM_176888" 0 2 0 0 0 0 0 0 5 0 0 6
"NM_000220" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_038210" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_109860" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_038213" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_038214" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_038215" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_038216" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_109861" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_038218" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_038219" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_109862" 0 6 0 0 0 0 0 0 0 0 0 0
"NM_001032999" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.15032.1" 2 42 0 1 0 0 6 0 17 0 0 43
"MSTRG.972.1" 0 5 0 0 0 0 0 0 10 0 0 3
"NR_109863" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.11704.1" 0 0 0 0 0 0 1 0 13 0 0 2
"NM_001303118" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_005495" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_109865" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_019052_3" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.1407.7" 0 0 0 0 0 0 0 0 0 0 0 157
"MSTRG.1407.6" 0 0 0 0 0 0 0 0 0 0 0 25
"MSTRG.1407.5" 0 113 0 0 0 0 0 0 0 0 92 16
"MSTRG.9376.4" 0 125 0 0 0 0 0 0 0 0 0 123
"MSTRG.1407.9" 0 118 0 0 0 0 0 0 0 0 0 0
"MSTRG.13736.3" 0 24 0 0 0 0 0 0 0 0 0 0
"MSTRG.9376.3" 0 0 0 0 0 0 0 0 0 0 0 229
"NM_032786" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_152292" 0 80 0 0 0 0 4 0 4 0 3 41
"MSTRG.9291.1" 0 3 0 0 0 0 1 0 15 0 0 4
"MSTRG.7966.1" 0 0 0 0 0 0 3 0 19 0 0 3
"NM_032783" 21 208 0 4 0 4 18 0 26 2 57 41
"NM_001169117" 20 108 20 63 2 70 130 0 81 23 49 278
"NM_019052_4" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_012244" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.10072.1" 0 6 0 1 0 1 23 0 69 0 0 12
"NR_108097" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001301167" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001037225" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_108092" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.20568.1" 0 0 0 0 0 0 4 0 9 0 0 2
"MSTRG.1564.1" 0 3 0 0 0 0 0 0 12 0 0 8
"MSTRG.11736.1" 0 0 0 0 0 0 0 0 0 0 0 13
"NM_001040165" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001040167" 0 0 0 6 0 10 7 0 29 13 0 16
"NM_001040160" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001040161" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001040162" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_037928" 0 4 0 0 0 4 0 0 12 3 7 35
"NR_037927" 0 635 0 0 0 0 0 0 0 0 0 2
"NR_037926" 125 72 4 35 0 40 28 3 56 8 251 91
"NR_037925" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_037924" 0 0 0 0 0 0 0 0 0 0 0 0
